Medicine,Condition,Reviews,Ratings,Date,Useful Count
Efavirenz,HIV/AIDS,"Sustiva (efavirenz):			“The binder change several years ago caused internal bleeding, severe bloating, complete loss of appetite as well as liver, kidney & pancreas issues.  It was so bad I was in bed 24/7 for several years.  I had to change doctors to change the medication and everything improved immensely.
The Mayo Clinic wrote about this reaction.",1,"May 23, 2016",4
Efavirenz,HIV/AIDS,"4th month on this drug and i have never cried or think about killing myself, but yes, it really gets me depending on my mood i think. There are nights where i dont feel anything and others where i get drowsy, confused and cannot concentrate in anything. Some dreams can be really inmersive too.",8,"July 18, 2015",2
Efavirenz,HIV/AIDS,"This drug makes me dizzy and light headed in about 5 hrs after. That is why that you take it at bedtime when you can and always on a empty stomach. The amount 600 mg in Atripla is not necessary for the same medical effect. The latest study in The Lancet, showed that 400 mg a day as working just as well as 600 mg with less side effects. Also CD4 counts are slightly improved on 400 mg vs 600 mg as well. I take 400 mg a day and I have experienced a marked improvement in being able to tolerate this drug and reduce my dizziness and light headed and possible nausea with the vertigo. I take this with one truvada a day.
Reference:
Lancet 2014; 383: 1474%u201382
Published Online
February 10, 2014
http://dx.doi.org/10.1016/
S0140-6736(13)62187",6,"June 19, 2015",1
Efavirenz,HIV/AIDS,"Sustiva (efavirenz):			“Was on it for years before I developed resistance to it. MUST be taken at night to minimize side effects. Bad depression, confusion, random crying spells, feeling helpless, suicidal thoughts (& no I've never had it prior or after I stopped this medication).  It does get better as the med levels out but the first couple weeks are torture! In a grocery store I sat on the floor crying because 3 things on my list were on the same isle. I've never experienced anything like that in my life!",4,"February 2, 2015",4
Efavirenz,HIV/AIDS,"Sustiva (efavirenz):			“This is my 4th day on Sustiva. I've experienced drowsiness, mental confusion, anxiety and sleeplessness. I have to get used to not eating before taking as eating prior to, only makes those symptoms worse. I've developed a habit of bumping into things and when I drive, I'm not driving as I usually do, it's a little bit over the road, so be cautious with heavy machinery. The symptoms usually die down within 2 hours of my awakening and I feel somewhat like my old self. Like I said, it's only been 4 days, so hopefully, these symptoms will subside as I continue to partake. I definitely do not recommend drinking anything other than water with this medicine. The effects are way too powerful. One last thing, be careful with your steps, I fell at work.",8,"January 8, 2012",3
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“I been using Truvada for almost 5 years, my numbers are okay, recently became undetectable, I notice a major sleeping problem, my knees, ankles and back always hurting while I'm  on quarantine so much time off decided to do some research, I am only 46 and have more pain than a 90 year old, I am sure I can blame Truvada for that",1,"April 28, 2020",3
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“After taking Truvada with seemingly zero issues I had a nagging spine ache issue. Finally the pain landed me in the ER and after many tests and scans I was informed I have Degenerative Disc Disease. This disease in incurable but not life threatening. I wasn't informed that is a side effect of Truvada which I continued taking and my pain issues grew much worse. Once being informed of the link to Truvada I switched meds and the pain stayed but stopped accelerating. If your spine gives you any pain on Truvada TELL YOUR DOCTOR. The pain can become debilitating",1,"March 10, 2020",4
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“Doctor put me  truvada as part of my medication for HIV, I almost died from it.  My kidneys went down to 50%, luckily we caught it in time.  The new medication is just one pill and the pill and myself get along.",1,"April 11, 2018",5
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“No side effects experienced in almost two years on this drug. Now taking with Tivicay and no problem so far.",10,"August 26, 2016",5
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“I`ve been on truvada daily for more than 5 years. I have had numerous problems tho it has kept my viral load undetectable. Most recent issues are elevated creatine, elevated lipase, UTI`s, nausea, vomiting, bloating. They are slowly ruling out all other causes but I am suspecting it is the meds. I started on truvada, norvir and lexiva but after a few years on that combo my liver began to fail. They stopped the HIV meds then but opted to reintroduce the truvada as it's excreted thru kidneys and added isentress. That was changed to tivicay and truvada which is my current regimen.",3,"October 18, 2015",6
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“I have been taking  Truvuda and Edurant combination for the past two years, no side effects at all and my viral load is 20, CD4 good too. And living in Thailand the medication is so cheap.",10,"August 2, 2015",9
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“Been on Truvada/Norvir/Prezista combination for 3 years after Zerit was discontinued and I developed a resistance to Sustiva. No noted side effects other than urine diluted. ",10,"February 2, 2015",5
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“I started Truvada once a day along with Isentress twice a day and my HIV Load was 28,000 and CD4% 31%. After 40 days my HIV load is <20 and CD 4% 32,7. Excellent improvement considering I have experienced ZERO side effects and all other lab work came out well. I am 49 yrs old and very active.",10,"August 29, 2013",20
Emtricitabine,HIV/AIDS,"Truvada (emtricitabine / tenofovir):			“I have been on the combination of Truvada/Prezista/Norvir for over 2 years now.  The side effects that cause me the most problems are the ones dealing with my kidneys!  The Truvada has made my GFR go down to 30, very close to changing medicines at that point. But it has been working so well that we took a very close monitoring of my kidney function, and my GFR has stabilized around 55.  Other than that the side effects have been minimal to none.  Great medicine overall!",9,"December 24, 2011",15
